,employeeno,trainings_attended,last_performance_score,targets_met,previous_award,training_score_average,no_of_previous_employers,promoted_or_not,age,working_for,is_female,schooled_abroad,is_married,was_disciplined,was_moved,division_Business Finance Operations,division_Commercial Sales and Marketing,division_Customer Support and Field Operations,division_Information Technology and Solution Support,division_Information and Strategy,division_People/HR Management,division_Regulatory and Legal services,division_Research and Innovation,division_Sourcing and Purchasing,channel_of_recruitment_Agency and others,channel_of_recruitment_Direct Internal process,channel_of_recruitment_Referral and Special candidates,qualification_First Degree or HND,"qualification_MSc, MBA and PhD",qualification_Non-University Education
17809,YAK/S/25405,2,10.0,1,0,41,4,1,37,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17810,YAK/S/25406,3,12.5,1,0,65,0,0,31,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
17811,YAK/S/25407,2,12.5,1,0,39,1,0,54,24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17812,YAK/S/25409,2,10.0,0,0,42,5,0,35,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17813,YAK/S/25410,2,2.5,1,0,41,1,0,26,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17814,YAK/S/25412,2,10.0,0,0,77,4,0,24,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17815,YAK/S/25413,2,12.5,0,0,42,1,0,38,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17816,YAK/S/25416,2,10.0,0,0,39,1,0,41,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17817,YAK/S/25417,2,10.0,0,0,44,0,0,34,10,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17818,YAK/S/25418,2,7.5,0,0,50,1,0,47,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
17819,YAK/S/25421,4,12.5,1,0,55,0,0,37,9,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17820,YAK/S/25422,2,0.0,0,0,67,1,0,27,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
17821,YAK/S/25424,3,7.5,0,0,40,1,0,30,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17822,YAK/S/25426,2,12.5,1,0,50,1,0,39,14,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17823,YAK/S/25427,2,12.5,1,1,41,0,1,40,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
17824,YAK/S/25429,2,10.0,1,0,52,0,0,51,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17825,YAK/S/25432,2,7.5,0,0,45,0,0,36,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17826,YAK/S/25437,2,12.5,1,0,73,0,0,32,8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
17827,YAK/S/25438,2,0.0,0,0,67,1,0,27,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
17828,YAK/S/25440,2,12.5,0,0,56,0,1,31,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
17829,YAK/S/25441,2,5.0,0,0,48,0,0,37,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17830,YAK/S/25442,2,2.5,0,0,75,1,0,27,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17831,YAK/S/25443,3,7.5,0,0,40,1,0,31,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17832,YAK/S/25445,2,10.0,0,0,40,1,0,31,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17833,YAK/S/25446,2,10.0,0,0,79,1,0,43,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
17834,YAK/S/25448,2,10.0,1,0,54,1,1,42,13,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
17835,YAK/S/25449,2,0.0,1,0,44,1,0,25,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17836,YAK/S/25450,2,7.5,0,0,50,0,0,25,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17837,YAK/S/25452,3,7.5,0,0,74,0,0,24,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17838,YAK/S/25454,2,2.5,0,0,40,2,0,27,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
17839,YAK/S/25456,2,12.5,0,0,45,1,0,26,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17840,YAK/S/25457,2,7.5,0,0,54,1,0,30,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
17841,YAK/S/25459,2,10.0,0,0,43,5,0,28,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
17842,YAK/S/25460,2,10.0,0,0,59,0,0,38,7,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
17843,YAK/S/25461,2,2.5,0,0,57,1,0,32,7,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
17844,YAK/S/25462,2,12.5,1,0,62,1,0,46,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
17845,YAK/S/25463,3,0.0,0,0,53,1,0,28,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17846,YAK/S/25465,3,7.5,1,0,81,0,1,31,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
17847,YAK/S/25466,2,2.5,0,0,73,3,0,33,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
17848,YAK/S/25467,2,12.5,1,0,72,0,0,29,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
17849,YAK/S/25468,2,7.5,0,0,51,0,0,44,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17850,YAK/S/25469,2,7.5,0,0,71,3,0,34,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
17851,YAK/S/25471,3,10.0,1,0,51,1,0,31,7,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17852,YAK/S/25473,2,5.0,0,0,36,0,0,32,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17853,YAK/S/25474,2,12.5,1,0,39,3,1,37,13,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
17854,YAK/S/25477,4,2.5,0,0,42,1,0,50,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
17855,YAK/S/25480,2,5.0,1,0,77,1,0,38,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
17856,YAK/S/25481,2,12.5,0,0,36,5,0,32,9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17857,YAK/S/25482,2,7.5,0,0,53,1,0,28,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17858,YAK/S/25483,2,5.0,0,0,54,1,0,26,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17859,YAK/S/25484,2,12.5,1,0,39,1,0,35,10,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17860,YAK/S/25485,2,12.5,1,0,68,1,0,53,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
17861,YAK/S/25486,2,7.5,0,0,42,1,0,45,17,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
17862,YAK/S/25487,2,7.5,0,0,42,1,0,42,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17863,YAK/S/25489,2,10.0,0,0,43,0,0,24,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
17864,YAK/S/25490,2,7.5,0,0,52,5,0,39,9,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
17865,YAK/S/25492,2,2.5,0,0,54,1,0,38,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17866,YAK/S/25494,2,12.5,0,0,39,1,0,41,9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
17867,YAK/S/25495,2,7.5,0,0,59,1,0,30,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17868,YAK/S/25497,2,10.0,0,0,58,2,0,46,19,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
17869,YAK/S/25499,2,10.0,0,0,53,0,0,32,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17870,YAK/S/25500,2,2.5,0,0,70,2,0,38,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
17871,YAK/S/25501,3,12.5,1,0,49,1,0,32,10,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17872,YAK/S/25503,3,5.0,0,0,73,0,0,31,8,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
17873,YAK/S/25504,2,12.5,1,0,53,1,0,24,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17874,YAK/S/25505,2,7.5,0,0,40,0,0,36,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17875,YAK/S/25506,2,10.0,1,0,53,0,0,40,12,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17876,YAK/S/25507,2,7.5,0,0,45,0,0,24,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17877,YAK/S/25508,2,7.5,0,0,54,1,0,26,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17878,YAK/S/25509,3,10.0,0,0,52,0,1,23,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17879,YAK/S/25510,2,12.5,0,0,41,1,0,25,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
17880,YAK/S/25512,2,12.5,1,0,78,1,0,32,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
17881,YAK/S/25513,2,0.0,0,0,52,1,0,28,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17882,YAK/S/25515,2,7.5,0,0,54,1,0,31,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17883,YAK/S/25516,2,10.0,1,0,72,1,0,29,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
17884,YAK/S/25517,3,7.5,0,0,37,4,0,26,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17885,YAK/S/25518,3,7.5,0,0,53,1,0,28,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17886,YAK/S/25521,2,10.0,1,0,52,0,0,35,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
17887,YAK/S/25522,3,10.0,0,0,63,3,0,35,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
17888,YAK/S/25523,4,7.5,0,0,51,0,0,32,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17889,YAK/S/25524,2,2.5,0,0,42,1,0,38,9,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
17890,YAK/S/25527,3,10.0,0,0,72,0,0,34,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17891,YAK/S/25528,2,12.5,1,0,55,0,0,28,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17892,YAK/S/25529,2,10.0,1,0,51,1,0,27,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17893,YAK/S/25530,2,7.5,0,0,48,1,0,37,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
17894,YAK/S/25531,2,7.5,0,0,56,1,0,25,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17895,YAK/S/25533,2,10.0,1,0,58,1,0,29,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17896,YAK/S/25535,2,10.0,0,0,51,1,0,32,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17897,YAK/S/25536,2,7.5,1,0,71,1,0,23,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
17898,YAK/S/25537,2,2.5,0,0,39,0,0,46,11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
17899,YAK/S/25539,2,7.5,0,0,41,0,0,55,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17900,YAK/S/25540,2,2.5,0,0,40,0,0,43,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
17901,YAK/S/25541,2,10.0,0,0,38,5,0,26,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
17902,YAK/S/25543,2,7.5,0,0,46,1,0,29,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17903,YAK/S/25544,2,7.5,1,0,36,1,0,35,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
17904,YAK/S/25545,2,5.0,1,0,76,1,0,48,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
17905,YAK/S/25547,2,12.5,1,0,56,0,0,32,9,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
17906,YAK/S/25551,2,7.5,0,0,58,4,0,51,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
17907,YAK/S/25552,2,12.5,0,0,75,1,0,26,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17908,YAK/S/25553,2,10.0,0,0,51,1,0,32,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
17909,YAK/S/25554,2,7.5,1,1,48,0,0,38,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
17910,YAK/S/25556,2,12.5,0,0,42,0,0,28,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17911,YAK/S/25557,3,0.0,0,0,38,0,0,23,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17912,YAK/S/25559,2,10.0,1,0,77,5,1,27,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17913,YAK/S/25560,3,2.5,1,0,39,1,0,38,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17914,YAK/S/25562,2,10.0,0,0,40,1,0,30,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17915,YAK/S/25563,2,12.5,0,0,52,1,0,47,19,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17916,YAK/S/25564,2,2.5,0,0,42,4,0,45,15,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17917,YAK/S/25565,3,12.5,0,0,80,0,0,31,8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
17918,YAK/S/25566,2,2.5,0,0,43,0,0,34,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17919,YAK/S/25567,2,10.0,1,0,77,1,0,38,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
17920,YAK/S/25568,3,0.0,0,0,68,1,0,23,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
17921,YAK/S/25569,2,12.5,1,0,71,0,0,40,13,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
17922,YAK/S/25570,2,7.5,1,1,53,2,0,44,15,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
17923,YAK/S/25571,2,12.5,0,0,43,1,0,45,16,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17924,YAK/S/25572,2,7.5,0,0,48,6,0,46,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
17925,YAK/S/25573,2,12.5,1,0,56,1,0,40,17,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
17926,YAK/S/25574,2,5.0,1,0,71,1,1,33,9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
17927,YAK/S/25575,2,10.0,0,0,40,0,0,41,14,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17928,YAK/S/25576,2,12.5,1,0,51,1,0,25,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17929,YAK/S/25577,2,12.5,1,0,54,0,0,45,13,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17930,YAK/S/25578,2,10.0,1,0,42,3,0,25,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17931,YAK/S/25579,2,10.0,0,0,43,1,0,36,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17932,YAK/S/25580,2,0.0,1,0,41,1,0,25,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
17933,YAK/S/25581,2,12.5,0,0,51,0,0,30,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17934,YAK/S/25582,2,2.5,0,0,69,1,0,27,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
17935,YAK/S/25583,2,12.5,1,0,42,2,0,27,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17936,YAK/S/25584,2,2.5,0,0,75,1,0,37,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
17937,YAK/S/25585,2,0.0,1,0,72,1,0,26,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
17938,YAK/S/25587,2,12.5,1,0,53,0,0,52,19,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
17939,YAK/S/25588,2,12.5,1,0,46,0,0,43,16,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17940,YAK/S/25590,2,10.0,0,0,51,4,0,27,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
17941,YAK/S/25592,2,10.0,0,0,50,1,0,35,10,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17942,YAK/S/25593,2,0.0,0,0,40,0,0,23,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
17943,YAK/S/25597,2,10.0,0,0,40,1,0,24,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17944,YAK/S/25598,2,5.0,0,0,42,1,0,25,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17945,YAK/S/25599,2,7.5,1,1,70,0,0,25,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
17946,YAK/S/25601,2,7.5,1,0,40,4,0,38,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
17947,YAK/S/25602,3,7.5,1,0,53,1,0,35,10,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17948,YAK/S/25603,2,0.0,0,0,58,0,0,24,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
17949,YAK/S/25604,3,7.5,0,0,60,0,0,46,16,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
17950,YAK/S/25605,2,7.5,0,0,62,3,0,41,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
17951,YAK/S/25607,2,2.5,0,0,39,1,0,39,10,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
17952,YAK/S/25608,2,7.5,1,0,50,3,1,25,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
17953,YAK/S/25609,2,2.5,0,0,63,1,0,29,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
17954,YAK/S/25610,3,12.5,1,0,54,0,0,50,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
17955,YAK/S/25611,2,0.0,1,0,41,1,1,25,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17956,YAK/S/25612,2,10.0,0,0,42,0,0,25,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17957,YAK/S/25618,2,7.5,1,0,49,4,0,25,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
17958,YAK/S/25620,3,7.5,0,0,47,1,0,38,11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17959,YAK/S/25623,2,10.0,1,0,42,0,0,26,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17960,YAK/S/25624,3,10.0,0,0,41,1,0,52,12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17961,YAK/S/25625,2,12.5,1,0,54,1,0,34,8,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17962,YAK/S/25626,2,2.5,0,0,41,3,0,29,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17963,YAK/S/25629,2,2.5,0,0,48,1,0,38,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
17964,YAK/S/25632,3,0.0,0,0,37,1,0,27,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17965,YAK/S/25633,3,0.0,1,0,47,1,0,26,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17966,YAK/S/25635,2,10.0,0,0,53,1,0,23,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
17967,YAK/S/25636,2,12.5,1,0,51,0,0,26,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17968,YAK/S/25639,3,0.0,0,0,65,0,0,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
17969,YAK/S/25642,2,10.0,0,0,53,1,0,38,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17970,YAK/S/25645,2,0.0,0,0,45,4,0,26,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17971,YAK/S/25646,5,0.0,0,0,71,0,0,25,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
17972,YAK/S/25647,4,10.0,0,0,59,1,0,35,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
17973,YAK/S/25648,3,7.5,0,0,42,0,0,45,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
17974,YAK/S/25649,2,10.0,0,0,69,0,0,30,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
17975,YAK/S/25651,2,5.0,0,0,64,0,0,24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
17976,YAK/S/25652,2,12.5,0,0,41,1,0,41,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
17977,YAK/S/25653,2,12.5,1,0,77,2,0,44,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
17978,YAK/S/25654,2,0.0,0,0,35,3,0,24,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17979,YAK/S/25655,2,7.5,0,0,75,1,0,37,10,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
17980,YAK/S/25656,2,12.5,1,0,61,1,0,35,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
17981,YAK/S/25657,2,5.0,0,0,50,0,0,30,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
17982,YAK/S/25658,2,10.0,1,1,90,0,1,45,22,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
17983,YAK/S/25660,2,7.5,0,0,39,1,0,33,10,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17984,YAK/S/25662,2,10.0,1,0,75,0,0,35,10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
17985,YAK/S/25663,2,12.5,0,0,55,2,0,33,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
17986,YAK/S/25664,2,12.5,0,0,43,1,0,23,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17987,YAK/S/25665,2,7.5,0,0,40,1,0,45,12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17988,YAK/S/25666,2,12.5,1,0,41,1,1,30,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
17989,YAK/S/25669,3,12.5,0,0,53,0,0,41,15,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17990,YAK/S/25670,2,7.5,0,0,59,1,0,27,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
17991,YAK/S/25671,4,10.0,0,0,72,1,0,26,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
17992,YAK/S/25672,2,0.0,0,0,54,1,0,27,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17993,YAK/S/25673,2,10.0,1,0,39,0,0,43,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17994,YAK/S/25675,2,12.5,0,0,52,0,0,50,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17995,YAK/S/25676,2,7.5,0,0,40,1,0,28,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
17996,YAK/S/25677,2,7.5,0,0,55,1,0,32,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
17997,YAK/S/25678,3,7.5,0,0,73,0,0,32,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
17998,YAK/S/25680,2,7.5,1,0,41,1,0,33,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
